paper_id;conference_id
34446835;2756314553
34531562;1153395238
34543124;1183580825
34551370;1143948298
34716139;1152604843
34769408;1130873268
34838703;1130873268
34866013;2754492142
34992031;1156437979
35022020;1134465752
35037608;1199774281
35155898;2756896743
35178268;1193787109
35192053;1129324708
35388426;1176326080
35434476;1140680567
35516525;1188440540
35575073;1133508372
35576511;2756314562
35692284;2756314553
35719542;2607379586
35804488;2755198924
35839294;1127759574
35858052;1191926394
35865300;1141821850
35989501;2754492142
35993256;1129324708
36090210;1129324708
36095503;2754145061
36216574;1183580825
36232124;1161567657
36234522;1188726732
36279010;1128202388
36412310;1140917629
36455802;2756090654
36536480;1130873268
36577001;1184527398
36590524;1200891582
36654961;1172647307
36696482;2898320085
36706009;1164975091
36766369;2735555832
36818557;1129324708
36820562;1184914352
36843704;1171431627
36867235;2755058989
37027385;1153524033
37135713;1129324708
37159637;1134440762
37179887;1129324708
37359164;1123077274
37417757;2756132311
37483639;1139274412
37493863;1173644570
37528640;1129324708
37678090;1185016349
37808110;1124077590
37991490;1184914352
38163742;1187862248
38296175;1129324708
38396846;2755503935
38443860;1141821850
38451654;1136274694
38686934;2758520484
38701583;1174403976
38723169;1180513217
38738529;2756090654
38930112;1172379331
38932088;2756176944
39112281;2898322738
39252523;1135965941
39359494;1129324708
39386514;1186729694
39451508;1155500043
39695077;1155975711
39695227;2754145061
39810663;1201250571
39854703;2756314553
39908396;1129324708
40003570;2755314191
40095769;1129324708
40123913;1188587990
40230314;1164963593
40231453;1176104424
40316086;1150208541
40421765;2757487807
40492578;1123338449
40576911;2758465625
40631333;1178744818
40668306;1187637167
40733937;2756314553
40848148;1142743330
40883302;1174248916
40887548;1128163780
40956716;1129324708
40967457;2754283107
40971656;1135145953
40977153;2754526506
41019707;1129324708
41033710;1129324708
41115969;2756314553
41136496;1192664773
41204436;1129324708
41271234;1129324708
41294919;2757487807
41443339;1127419992
41462114;1127419992
41668360;2758283544
41685395;2759122327
41770002;2756314553
41811970;1130873268
41870128;1194636961
42062664;2760380534
42064160;1152803012
42080394;2535638237
42122073;1194640161
42128462;2758506058
42230386;2759123102
42358897;2755058989
42379360;2755570506
42527702;1168671587
42557053;2757487807
42566917;1176128511
42572846;2757021987
42589800;1136617647
42668999;1129324708
42834125;2758880462
42866722;1180338098
42881399;1191926394
42895890;2756314553
43002002;1136631244
43075118;1192038392
43134074;1178070762
43147645;1136791909
43303469;2756351210
43407050;1129324708
43573688;1146437905
43575968;1183580825
43690012;2754242139
43731716;2756314553
43793112;1132773841
43806004;1203999783
43854556;1120869304
43885887;1203999783
43902171;1128202388
44024118;2757487807
44038968;1197908299
44051156;1174644639
44066667;2757487807
44128098;2755509239
44151623;2757674621
44308106;1129324708
44312495;1168103165
44340815;1155608529
44386537;1180241966
44412977;2754492142
44450342;1122238926
44468461;1155608529
44671426;1120608147
44676229;1131603458
44755678;1184048318
44842662;1141769385
44846162;1129324708
44880666;2759122327
44899178;1153524033
44935086;1187360205
45004989;1129324708
45039188;1129324708
45191611;1162579948
45195700;1129324708
45249900;1129324708
45427617;2756090654
45686864;2606075370
45690777;2758276724
45702236;1160224924
45716010;1191904734
45848568;1177357382
45884270;2898404022
45889884;1174979956
45943067;2756014376
45948885;2757487807
45950492;1150208541
45992615;2759123102
46097301;1162831978
46104077;2755281958
46119610;2754492142
46208337;1137413041
46222836;2756090654
46238588;2756314553
46258725;2755509239
46273274;1187637167
46292265;1165841369
46316429;1141159355
46331890;1129324708
46356605;2606075370
46433096;1126660374
46440479;2621951043
46479022;1129324708
46492553;1194005070
46507908;1130873268
46610323;2606075370
46610460;1129324708
46623209;2760553273
46718429;1129324708
46727209;1138438968
46759842;1162013546
46835070;1136617647
46933459;1203999783
46939464;1183679797
47139074;1163280044
47212616;1204434967
47365510;1130873268
47378295;1129324708
47403462;1120869304
47464519;2606870472
47559851;1203999783
47565262;1129324708
47624896;2757487807
47636343;1180003657
47677873;1129324708
47708362;2760478614
47766256;1180172597
47868186;1151131449
47961628;1194005070
47986056;1121391727
48069859;1184699546
48209436;2755023647
48209842;1179291824
48236978;1129324708
48242223;2622739841
48265284;2758283544
48346415;1200366406
48494685;2756349628
48515572;2756090654
48522347;1176128511
48549319;2756351210
48640290;1120750887
48694090;1158833223
48715220;1129324708
48799737;1164975091
48842552;2756314553
48860158;2757487807
49074898;1191904734
49155504;1129324708
49242494;2754747283
49290057;2757487807
49367632;2756090654
49482834;1140917629
49489932;2754008443
49496018;1158363782
49496870;1180513217
49514851;1148330047
49524758;2757487807
49582473;1121344769
49586746;2757461969
49643808;1184106476
49797569;2755314191
49922133;1162450063
49934205;2757487807
49935700;2755198924
49943323;1129324708
49974034;1139008316
49984236;2756090654
50033237;1123077274
50057023;1129324708
50090763;1193108635
50120904;1134467612
50332320;1155899826
50363677;1140680567
50370068;1163286138
50392334;1164386382
50436424;1151209843
50449067;1148050328
50483400;1129324708
50549667;1201110412
50602450;2757804692
50626346;1129324708
50758212;1128202388
50788785;1162100051
50797534;1129324708
50831409;1197908299
50969306;1131091954
51136210;2756525286
51139199;1171980720
51169306;2757487807
51228838;2753996301
51274325;1166178324
51469642;1188965700
51495687;2757487807
51566467;1138438968
51568874;1130873268
51574353;1164975091
51612467;1130292186
51627552;1129324708
51641951;1155608529
51650568;1146600191
51730292;1200006883
51822324;2760193176
51855652;1129324708
51862466;2759880100
51887113;1141159355
52005109;1143423991
52117258;2757046586
52117514;1129324708
52210563;1129324708
52220850;1129324708
52432483;2756351210
52441815;2898215259
52550035;1168666102
52570652;1129324708
52634445;2756314553
52662190;1164975091
52675744;1162831978
52699560;2756090654
52769613;1183679797
52777552;1128819360
52852940;1142381819
52898803;1158833223
52951159;1151209843
52952690;1142642735
53081550;1129324708
53088276;1201110412
53120806;2757487807
53122114;1166178324
53148863;1129324708
53236200;2606075370
53267500;1160224924
53365149;1137793517
53440872;1138890651
53444143;1195648157
53479778;1191904734
53489966;1164203406
53498806;1132567130
53653168;1129324708
53653851;1172379331
53832915;1184914352
53841409;1129324708
53843897;1129324708
53972884;1121935577
54040206;1168046211
54052502;1191904734
54089079;1131830996
54090939;1130873268
54191419;1129324708
54197824;1162831978
54204526;1202305278
54255577;1133365479
54322309;1130873268
54368088;2754186610
54530901;1129324708
54548619;1201250571
54565787;1171689754
54623235;1190684087
54630777;1175727152
54674953;1144830660
54681483;2538859667
54730903;1129324708
54739280;2757487807
54819602;2753996301
54845401;1129324708
54858240;2756014376
54978120;1164975091
55062279;1197908299
55141900;1128002137
55197417;1124077590
55209040;2755247319
55442131;1129324708
55470753;2607379586
55472549;2606075370
55519184;2757487807
55524121;1155500043
55588940;1130873268
55631637;2757487807
55651229;1159075210
55683558;1162831978
55812124;1176219363
55834847;1151131449
55954808;1185016349
55974459;2757487807
56006217;1172647307
56266650;1159975077
56266889;1123621769
56334764;2754492142
56444682;1130873268
56537520;2757487807
56600673;1129324708
56613915;1163686456
56656279;1129324708
56660098;1119602113
56674437;1203999783
56772274;2757547734
56917587;1129324708
56958357;2760555016
57033475;1120869304
57079444;1169820221
57081930;2754492142
57199652;2757487807
57215181;1184914352
57249651;2754527366
57408146;2754492142
57418297;2756314553
57551774;2756090654
57666144;2754492142
57755738;1140657324
57788345;1203333039
57807023;2606075370
57946318;1129324708
58221770;1129324708
58276023;1142184186
58278156;1174979956
58423949;2755570506
58450904;1169806927
58456636;1129324708
58465441;1168046211
58471908;1177287137
58492092;1165791477
58702796;1194640161
58731746;2898361526
58988106;1166511975
59053014;1181892187
59099488;1129324708
59111662;2756314553
59122485;1158833223
59134422;2758506058
59154919;1120281879
59164597;1129324708
59370666;1129611459
59431316;1142809651
59436570;2756090654
59449301;1176128511
59665448;2756090654
59720925;1147734270
59825726;2898215259
59863158;2754145061
59882795;1122308263
59887170;2755546526
59901782;2760291156
59955597;1158833223
59974711;1190659448
59996382;1158589615
60026746;2754492142
60086903;1183580825
60088550;1130985203
60170218;2755058989
60204700;1203333039
60257899;1134069326
60273108;1132231445
60275682;1182313844
60276166;1130464007
60422588;1129324708
60425864;1130873268
60513362;1133222229
60668013;2755388662
60701577;2754492142
60736396;1191904734
60747592;2898322738
60794337;2754339667
60804773;1183852906
60880120;2756014376
60910956;2626098776
61034187;1163264588
61058509;2755314191
61117818;2754242139
61138360;1129324708
61186060;1175727152
61190840;2754492142
61219410;2757487807
61303925;2754492142
61349681;1129324708
61372138;2755023647
61408175;1203999783
61476866;1132800348
61566583;2756014376
61692794;2756860364
61705880;1130873268
61851215;2755314191
61857167;2754194746
61890703;2757049256
61912790;1129324708
61954547;2626641194
62046042;1200366406
62207217;1200029762
62232976;1155899826
62337695;1130873268
62353155;1152803012
62431694;2627069240
62454899;1184914352
62639611;2757487807
62743518;1142381819
62747527;1191550517
62782354;2756018882
62824462;1146437905
62856139;1189194555
62863706;1129324708
62866564;2757021987
62877641;2756090654
62976171;2754669061
63016900;1120750887
63035709;2755198924
63046508;1162850487
63186855;1127419992
63269441;1129324708
63293162;1136921216
63331249;2759718255
63380324;2754031194
63538755;1129324708
63576855;1176128511
63678518;2754283107
63778955;1130873268
63892091;1129324708
63895107;2757139483
63918057;1129324708
64008812;1129324708
64020492;1129324708
64030814;1133365479
64045069;2756314553
64233882;1174403976
64260378;1123581667
64366993;2756314553
64421313;2754563871
64443311;2757487807
64482183;1162660226
64610251;1183852906
64711298;2759122327
64756854;1183580825
64830885;2757487807
64871464;1129324708
64885222;1187615537
64911467;2756314553
64941110;1161606401
65004770;2754492142
65154500;2755198924
65169882;2754378120
65194033;1180513217
65291930;1148878455
65319496;2898111911
65330544;2756314562
65339224;1195960517
65451945;1129324708
65494498;1124077590
65496997;1129324708
65579149;2754294205
65617363;2756018882
65631664;1192804102
65635670;2759880100
65680166;1131830996
65713762;1129324708
65722157;1187792334
65972599;2755388662
66038777;2898313861
66116399;1141159355
66148744;1129324708
66229595;2758283624
66300456;1165293657
66416288;2754242139
66418005;1159071770
66427752;1129324708
66444513;2759122327
66449440;2533150121
66475438;1136921216
66482021;1158589615
66531091;1130873268
66652581;1134069326
66667701;1129324708
66673523;1155608529
66674483;1142642735
66708845;2757487807
66725514;1119602113
67045763;1191904734
67125876;1127419992
67128045;1201491352
67199748;1127759574
67201867;1123077274
67201968;2754048035
67225717;1181892187
67238756;2754492142
67350068;1127419992
67361246;1140680567
67424351;1130985203
67531830;1194005070
67589319;1175959126
67719997;1148878455
67736688;1129324708
67780829;2760295950
67834347;1133222229
67872431;2755570506
67885756;2754194746
67933162;1131777435
67994003;2757487807
68045437;2754847692
68073056;1187360205
68115520;2757131477
68159281;2754275429
68167268;2756314553
68168714;1130873268
68303782;1127419992
68456489;1176514135
68566355;1191904734
68733363;1188726732
68776733;1179702818
68801812;1129324708
69087157;1129324708
69188367;2757487807
69189904;2754283107
69300324;2756090654
69317505;1150523337
69325442;1177515820
69341431;2756090654
69371391;1180513217
69402997;1150940485
69442484;1129324708
69484320;1189194555
69502463;1188440540
69551198;1129324708
69573882;1129324708
69782393;1164975091
69795208;1198225011
69807889;1151131449
70082368;1130873268
70200428;1121344769
70200452;2756314553
70239856;1131830996
70255449;2755283090
70338835;1129385027
70350361;2757928577
70421617;2754803852
70431256;2755498524
70509677;1139274412
70544678;1146600191
70545388;1120750887
70611398;1144017017
70615654;1130873268
70639122;1177537908
70743228;1129324708
70795111;1123581667
70822155;1124547647
70856543;1137793517
70861995;1129324708
70890890;1169806927
70976166;1129324708
71047411;1185621975
71055736;2760006162
71135852;2623176867
71292491;1191904734
71317631;2606075370
71343783;1155608529
71444833;2756314553
71602116;2754563871
71674274;1191904734
71676260;1178327129
71769290;1176895911
71776421;2757804692
71792639;1129324708
71817927;2754008443
71835751;2757049256
72031855;1139274412
72085276;2754803852
72118322;1177537908
72123545;1204434967
72162942;1130873268
72201223;1129450674
72243756;1194005070
72282884;2757487807
72292999;2755218236
72393350;1129324708
72399139;1143948298
72400830;1132202845
72484077;1177184315
72518666;1129611459
72554395;2756090654
72562972;1203999783
72816706;1155899826
72960203;1141159355
73032092;2606075370
73050021;1196868077
73060064;1153382799
73084988;1139274412
73165677;2754610831
73187472;1176128511
73196935;1123077274
73278419;2755023647
73289010;2898215259
73321994;1129324708
73347121;2755498524
73352345;1145073645
73366147;1192804102
73370120;1177825390
73503437;1129324708
73507577;1174403976
73589324;1133222229
73610248;2755765245
73684659;1129324708
73734024;2756297237
73753830;1129324708
73772544;2754015709
73860495;1196552754
73897317;1203333039
74048955;2754197539
74086689;1139274412
74087571;1203333039
74094685;2759122327
74107304;1201491352
74213263;2757487807
74243376;1129324708
74304860;1183580825
74326408;1171774888
74335930;1129324708
74389183;2754002042
74461620;1141159355
74503962;1130873268
74524790;1129324708
74533898;1151763769
74551070;1171805742
74568156;1129324708
74596437;2756314553
74602778;1127419992
74635469;1135342153
74673899;2754677391
74732468;1137516283
74760966;1177622950
74769104;2758995940
74879957;2756314553
74928954;1163725243
74942488;2759848371
75023026;1134069326
75088421;1129324708
75089012;1135668280
75188645;1129324708
75235505;1180513217
75251192;1128819360
75397825;1199552999
75496470;2757804692
75572510;2759197562
75677969;1188440540
75729132;1153524033
75741160;1201110412
75751337;1155975711
75857505;1173644570
75868370;1144363157
75905773;2758979576
75938866;1173521070
75979710;1176219363
76061603;1180700458
76146259;1200029762
76235719;1127419992
76331760;1180662882
76391267;2755175125
76464403;1139274412
76486676;1184914352
76549043;2756090654
76617879;2759880100
76639474;2756090654
76645321;1129324708
76787384;1129324708
76807949;1129324708
76815482;1176128511
76861092;1129324708
76882452;1180801733
76894281;2756384364
76941152;2756525286
76984405;1129324708
77042598;2756314553
77164523;1141854641
77180756;2756314553
77191723;1203999783
77205158;1128819360
77239373;1171876160
77352153;1134467612
77404343;2754803852
77489800;2755388662
77520913;1187155619
77580111;1119897178
77685737;2755724983
77734418;2755765213
77757448;1163286138
77768530;2606075370
77807963;2754027934
77862359;1129324708
77928952;1140917629
77932201;2898215259
77977891;1162831978
78018262;1162850487
78086918;2626725751
78151051;1188440540
78231256;2760727739
78267021;2759880100
78343534;1129324708
78351518;1129324708
78403783;1128202388
78463237;1161953916
78494858;1166012910
78562301;1123077274
78623675;1131091954
78700891;1176128511
78723037;2756314553
78745546;1163163559
78760372;2754492142
78848379;2754492142
78903979;1183852906
78979540;1129324708
79002519;2757487807
79067099;1138438968
79079207;1180662882
79208629;1133523790
79336771;2754197539
79391790;1155608529
79503536;1169806927
79517406;2754492142
79519740;2756222420
79683066;1148050328
79684040;1167275352
79692902;2755503935
79697243;1166178324
79742844;2758276724
79749320;2755653720
79756515;1129324708
79787086;1123581667
80104356;2535638237
80272414;1137793517
80316035;1191904734
80581131;1139274412
80640639;1142381819
80647173;1142381819
80700283;1177184315
80710014;1201491352
80719611;2757487807
80730402;2758283624
80740199;1130873268
80750942;1154039276
80881613;2756314553
80892006;1146437905
80909347;2759666259
80918400;1202305278
80973971;2755590033
81064115;1184914352
81144702;2757928577
81178704;2756297237
81185357;2898322738
81217792;1175705186
81229128;1130873268
81251885;1129324708
81292911;1121756369
81319023;1143279144
81395690;2754492142
81406431;1168863100
81445247;1169379829
81472841;1160224924
81509012;1131830996
81651210;2757487807
81679603;1127419992
81716521;2756351210
81743681;2756090654
81752390;2756314553
81810990;1175727152
81963637;1194005070
82081008;2758863647
82086503;1129324708
82106056;1192804102
82109350;2760193176
82112649;2755653720
82146272;1129324708
82370361;1171022770
82466273;1129324708
82522755;2754008443
82674379;1166178324
82717194;1129324708
82766660;1151763769
82815783;2758387012
82839139;2755314191
82893763;1191904734
82907173;2754283107
82929680;1158252963
82980056;1163286138
83019962;1137640971
83031784;1188071776
83048704;1132800348
83096592;1144482763
83122356;1191904734
83124024;1130873268
83280460;1193108635
83307034;1172379331
83313975;1130873268
83339351;1158363782
83414472;1179291824
83428783;1198121106
83520269;2758297524
83823499;1170788073
83902219;1159071770
83932121;1136691831
83953400;1144845270
84011952;1148050328
84064946;2754008443
84106384;1191904734
84222935;1132231445
84433038;1168542559
84493819;2756090654
84540231;1179205117
84569314;2754563871
84829086;1201491352
84853359;2756090654
84995970;1129324708
85092078;1160224924
85124791;2759122327
85148692;1129324708
85171619;1151209843
85190413;1177357382
85226677;1192804102
85324409;1175705186
85338162;1178880552
85442926;1184699546
85574613;1164386382
85585886;2757487807
85597061;2754238509
85612937;1129324708
85661918;1120715160
85855394;2757804692
85967458;1144363157
85997518;1185914153
86110377;1140082307
86222690;1200366406
86226039;1137516283
86271650;1192664773
86295895;2898139291
86318262;2754492142
86370486;2757928577
86486605;1177287137
86507843;2757936393
86583397;1169806927
86589886;1130566378
86664428;2755531268
86671705;1150523337
86700044;1131605622
86715028;1129324708
86808666;1172886419
86813616;1145706541
86821497;1166878115
86958088;1176128511
87020493;1189246982
87079917;2606870472
87163754;1180801733
87200952;1188030315
87347019;1191904734
87467814;2706111989
87593984;2898361526
87654352;2627069240
87683609;1129324708
87753082;2756314553
87848350;1120281879
87855771;1129324708
88055952;2756314553
