paper_id;name;year
198128968;International Journal of Approximate Reasoning;2006
198137895;Journal of Automata, Languages and Combinatorics;2006
198184540;Presence: Teleoperators & Virtual Environments;1994
198223516;Marketing Science;2017
198270232;ICGA Journal;2001
198319396;Informatics in education;2006
198354393;Lecture Notes in Computer Science;2012
198358702;Lecture Notes in Computer Science;2008
198368827;Annals of Operations Research;1996
198384940;Journal of Electronic Testing;1998
198407522;International Journal of Speech Technology;2003
198422097;Communications of The Ais;2003
198533101;Communications of The Ais;2007
198581981;Computer-Aided Engineering;2008
198630214;Annals of Operations Research;2001
198635313;Wirtschaftsinformatik und Angewandte Informatik;2003
198666394;Reliable Computing;2002
198685507;Journal of Computational Methods in Sciences and Engineering archive;2009
198705375;Management Science;2018
198710357;Linguistic Inquiry;2017
198731789;Advances in Computational Mathematics;1999
198744195;Management Information Systems Quarterly;2014
198758688;Lecture Notes in Computer Science;2003
198767643;Wireless Networks;1999
198808598;Computing;1983
198820809;Elektrotechnik Und Informationstechnik;2014
198859738;Computing;1994
198932887;Computing;1969
198937564;Decision Sciences;2009
198981881;Computing;1976
198993617;Lecture Notes in Control and Information Sciences;1999
199025143;Advances in Computational Mathematics;2003
199038035;Wireless Personal Communications;2003
199043726;Communications of The Ais;2015
199141222;Annals of Operations Research;2000
199168091;Contexts;2011
199231633;Archives and Museum Informatics;1999
199240079;International Journal of Speech Technology;2003
199268395;Journal of Computer Science and Technology;2001
199278083;Journal of The Franklin Institute-engineering and Applied Mathematics;2010
199283850;Management Information Systems Quarterly;2013
199291118;Elektrotechnik Und Informationstechnik;2008
199321604;Computers and The Humanities;2000
199323270;Journal of Global Optimization;1999
199330720;Journal of Intelligent and Robotic Systems;1997
199335183;IEEE Transactions on Automatic Control;2017
199360307;Communications of The Ais;2011
199404365;Ars Combinatoria;2006
199417982;Communications of The Ais;2002
199538472;Applied Ontology;2012
199624442;Management Information Systems Quarterly;2012
199660536;Electronic Colloquium on Computational Complexity;2006
199681983;Reliable Computing;1997
199686702;Acta Cybernetica;2009
199692828;Web Intelligence and Agent Systems: An International Journal;2003
199723029;Elektrotechnik Und Informationstechnik;2007
199780623;Studies in health technology and informatics;2013
199788081;Annals of Operations Research;2001
199850468;Journal of Web Engineering;2011
199950694;Computing;1987
199967624;Computing;1990
148265440;Discrete Mathematics;2012
199219868;Theory of Computing Systems / Mathematical Systems Theory;2016
139482607;IEEE Transactions on Evolutionary Computation;2018
123701566;Journal of Machine Learning Research;2016
166028243;Journal of Multimedia;2011
159071062;Nordic Journal of Computing;1998
110117750;Information Systems and E-business Management;2013
117544808;Operations Research;2017
100683418;IEEE ACM Transactions on Networking;2016
188938119;Journal of Combinatorial Optimization;2018
169739242;Journal of Machine Learning Research;2012
186910900;Wireless Networks;1997
106358838;Computer-Aided Engineering;2000
192011785;WSEAS TRANSACTIONS on COMMUNICATIONS archive;2011
137750514;Combinatorics, Probability & Computing;2014
200091770;Informs Journal on Computing;2016
200155033;Nordic Journal of Computing;2008
200185642;Psychnology Journal;2005
200258371;Designs, Codes and Cryptography;2000
200261032;Journal of Intelligent and Fuzzy Systems;2001
200287450;Nordic Journal of Computing;2004
200336680;Annals of Operations Research;2000
200348601;Technometrics;2016
200394972;Informatics in education;2008
200395360;Journal of Intelligent Manufacturing;1998
200474575;Computing;1994
200506746;Journal of Computer and System Sciences;2016
200517073;Electronic Colloquium on Computational Complexity;2008
200522420;Distributed and Parallel Databases;2002
200600406;Theory of Computing Systems / Mathematical Systems Theory;2016
200653888;Annales Des Télécommunications;2005
200668357;Reliable Computing;2002
200733605;Elektrotechnik Und Informationstechnik;2011
200784155;Management Information Systems Quarterly;2018
200793886;Photonic Network Communications;2002
200831594;Journal of Electronic Testing;1998
200967289;Journal of Automata, Languages and Combinatorics;2002
200971094;Annales Des Télécommunications;2004
201058601;Studies in health technology and informatics;2010
201084023;International Journal of Cognitive Informatics and Natural Intelligence;2012
201119561;Computing;1976
201135393;Computing;1988
201146318;Annals of Operations Research;2001
201214410;Annals of Operations Research;2003
201225468;Photonic Network Communications;2003
201228869;International Journal of Computers Communications & Control;2010
201244190;Science in China Series F: Information Sciences;2001
201262994;Programming and Computer Software;2002
201268833;Communications of The Ais;2007
201277151;Reliable Computing;1996
201329129;Annals of Operations Research;2002
201333637;International Journal of Wireless Information Networks;2001
201393313;Journal of Multimedia;2009
201403287;Journal of Scientific Computing;2002
201447530;Neural, Parallel & Scientific Computations archive;2008
201470960;Archives and Museum Informatics;1999
201490847;Computing;1986
201501926;Journal of Digital Information Management;2008
201573687;Computing;1988
201580082;Computing;1986
201589503;Journal of Universal Computer Science;2010
201621045;Annales Des Télécommunications;2004
201667985;Communications of The Ais;2007
201680239;International Journal of Social Robotics;2013
201756787;Journal of Multimedia;2012
201803455;IEEE Transactions on Signal Processing;2016
201820097;European Journal of Combinatorics;2009
201827489;Lecture Notes in Computer Science;2013
201916441;Annales Des Télécommunications;2000
201940579;Random Structures and Algorithms;2018
201942755;Journal of Intelligent Manufacturing;2003
201945640;The Australasian Journal of Combinatorics;2013
202016214;Neurocomputing;2012
202138523;Journal of Artificial Intelligence Research;2014
202200800;Empirical Software Engineering;1997
202211986;Scalable Computing: Practice and Experience;2001
202213064;Studies in health technology and informatics;2004
202224368;Annals of Operations Research;2002
202294515;Nordic Journal of Computing;2006
202369253;Informatics in education;2006
202416734;Designs, Codes and Cryptography;2014
202451407;Computing;1970
202534592;IEEE Data(base) Engineering Bulletin;2000
202537615;Computing;1972
202652404;in Silico Biology;2006
202676361;Wirtschaftsinformatik und Angewandte Informatik;2007
202692228;Automatic Control and Computer Sciences;2008
202693086;Computing;1976
202756272;Annals of Operations Research;2002
202811157;International Journal of Speech Technology;2001
202812825;Communications of The Ais;2006
202860122;Journal of the American Medical Informatics Association;2012
202860833;Reliable Computing;1995
202885069;Annals of Operations Research;2001
202900490;Wireless Personal Communications;1997
202979919;Advances in Computational Mathematics;1997
203056148;Presence: Teleoperators & Virtual Environments;1992
203060996;Queueing Systems;2003
203074164;Journal of Computational Design and Engineering;2015
203131757;Quantum Information & Computation;2004
203168369;Multidimensional Systems and Signal Processing;2002
203192772;Computational Optimization and Applications;1999
203278534;International Journal of Wireless Information Networks;2002
203294464;Neural, Parallel & Scientific Computations archive;2008
203307265;Annales Des Télécommunications;2005
203331240;Annales Des Télécommunications;2006
203373624;Electronic Notes in Theoretical Computer Science;2000
203417264;Computing;1978
203507686;Annals of Operations Research;2001
203631078;Computing;1992
203668565;Computational Linguistics;1992
203709580;The Journal of Supercomputing;2003
203800693;Electronic Colloquium on Computational Complexity;2010
203807396;Informatica (lithuanian Academy of Sciences);2005
203828825;Discrete Mathematics & Theoretical Computer Science;2007
203915983;Journal of Integrated Design & Process Science archive;2001
203916753;Praxis Der Wirtschaftsinformatik;2014
203975620;Management Information Systems Quarterly;1989
204044411;Journal of Information Science and Engineering;2006
204095168;IFAC Proceedings Volumes;2003
204126806;Journal of Universal Computer Science;2006
204154486;Nordic Journal of Computing;2005
204196179;Journal of Scientific Computing;2002
204249532;Quantum Information & Computation;2011
204260724;Reliable Computing;2003
204283630;Journal of Computer Science and Technology;2012
204308867;Computing;1989
204323772;Neural, Parallel & Scientific Computations archive;2010
204421267;IEEE Transactions on Visualization and Computer Graphics;2016
204470380;Journal of Intelligent Manufacturing;1999
204471199;Elektrotechnik Und Informationstechnik;2012
204486996;Electronic Transactions on Artificial Intelligence;2000
204525839;Archives and Museum Informatics;1999
204528758;Journal of Computational Methods in Sciences and Engineering archive;2005
204550682;Journal of the American Medical Informatics Association;2014
204615834;Applied Mathematics Letters;2013
204618739;Design Automation for Embedded Systems;1998
204630778;Cognitive Science;2014
204692777;Artificial Intelligence;1999
204704763;Annales Des Télécommunications;2006
204792648;Automatica;2016
204819972;Journal of Logic, Language and Information;1995
204927695;Fuzzy Sets and Systems;2002
204968129;Presence: Teleoperators & Virtual Environments;1996
205003709;Reliable Computing;1998
205051549;Journal of Web Engineering;2010
205062921;Journal of High Speed Networks;2013
205092584;Graphs and Combinatorics;1998
205184021;Presence: Teleoperators & Virtual Environments;1993
205201433;Annals of Operations Research;2001
205212231;Computing;1986
205269980;Pacific Asia journal of the Association for Information systems;2013
205378010;Transactions on Machine Learning and Data Mining;2012
205461067;Computing;1982
205478706;Neural, Parallel & Scientific Computations archive;2010
205504375;Journal of Convergence Information Technology;2007
205563241;Journal of Digital Information Management;2006
205599305;Journal of Electronic Testing;1999
205633621;The Journal of Supercomputing;2003
205677154;Journal of Integrated Design & Process Science archive;2005
205716519;Communications in computer and information science;2014
205731781;Programming and Computer Software;2002
205793710;Journal of the Association for Information Systems;2002
205827750;Communications in computer and information science;2014
205844242;Cognitive Science;2013
205906087;Photonic Network Communications;2000
205974709;International journal of networking and computing;2012
205987583;Neural, Parallel & Scientific Computations archive;2009
205991341;Ai Communications;2002
205992776;Lecture Notes in Computer Science;2000
206065338;IFAC Proceedings Volumes;2005
206098810;Journal of Combinatorial Theory, Series A;2014
206108256;Presence: Teleoperators & Virtual Environments;1996
206141685;South African Computer Journal;2000
206141833;Elektrotechnik Und Informationstechnik;2010
206156460;Annals of Operations Research;2001
206168953;Wireless Personal Communications;2001
206177642;IEEE Transactions on Information Theory;2017
206208155;Management Information Systems Quarterly;2011
206254327;Annals of Operations Research;2000
206309255;Photonic Network Communications;2003
206311526;Journal of Automata, Languages and Combinatorics;2007
206313772;Journal of Scientific Computing;2002
206334522;Journal of Multimedia;2009
206336510;Reliable Computing;2003
206344181;Quantum Information & Computation;2013
206375675;Pacific Asia journal of the Association for Information systems;2009
206380879;Computer-Aided Engineering;2005
206402244;Journal of Intelligent and Fuzzy Systems;2013
206426551;Journal of Electronic Testing;2003
206437454;Integrated Computer-aided Engineering;2006
206452619;Journal of Electronic Commerce Research;2002
206558677;Signal Processing;2009
206565728;Queueing Systems;1997
206576591;Studies in health technology and informatics;2013
206630087;Reliable Computing;2000
206643334;Science in China Series F: Information Sciences;2005
206765195;International Journal of Computers Communications & Control;2008
206946245;European Journal of Operational Research;2016
206996077;Journal of Intelligent Manufacturing;2001
207164054;Acta Cybernetica;2008
207218051;Communications of The Ais;2000
207329459;Journal of Automata, Languages and Combinatorics;2002
207336988;Journal of Functional Programming;2004
207416463;Computational Geometry: Theory and Applications;2014
207539011;Annales Des Télécommunications;2003
207648604;International Journal of Network Security;2006
207683138;Communications of The Ais;2002
207687799;Journal of Electronic Testing;1998
207861703;IEEE Data(base) Engineering Bulletin;2009
207939723;International Journal of Network Security;2009
207990217;Educational Technology & Society;2014
208104796;International Journal of Asian Business and Information Management;2014
208180778;Annales Des Télécommunications;2003
208249692;Monte Carlo Methods and Applications;2012
208252763;Biomedical Signal Processing and Control;2015
208328010;A Quarterly Journal of Operations Research;2005
208549059;International Journal of Cognitive Informatics and Natural Intelligence;2014
208562864;Journal of Computational and Applied Mathematics;2015
208575446;Displays;2015
208631435;The Journal of information and systems in education;2014
208654116;Future Generation Computer Systems;2015
208683199;Information Retrieval;2015
208707418;Computers & Electrical Engineering;2015
208824066;Mathematical Social Sciences;2015
208847948;Designs, Codes and Cryptography;2001
208906591;Journal of Global Optimization;2015
208986482;Computing;1979
209020652;International Journal of Approximate Reasoning;2016
209087677;Iet Communications;2012
209168868;Computers and Electronics in Agriculture;2015
209360795;Computer-Aided Engineering;2003
209399629;Journal of Network and Computer Applications;2015
209443128;Electronic Notes in Theoretical Computer Science;2002
209475426;Informing Science The International Journal of an Emerging Transdiscipline;2012
209501560;Applied Soft Computing;2015
209513837;Queueing Systems;2003
209627199;Presence: Teleoperators & Virtual Environments;1994
209788472;Computing;1973
209968349;Applied Categorical Structures;1999
210094844;Expert Systems With Applications;2015
210132327;Synthese;2016
210147921;Annales Des Télécommunications;2003
210213009;Computers in Education;2015
210421943;Computational and Mathematical Organization Theory;2016
210869371;Queueing Systems;2015
211083189;Wireless Personal Communications;2016
211146613;Computing and Informatics / Computers and Artificial Intelligence;2008
211188215;Iet Communications;2012
211227317;Environmental Modelling and Software;2015
211264053;Information polity;2007
211434535;Iet Circuits Devices & Systems;2012
211569560;Machine Learning;2003
211677643;Journal of Research and Practice in Information Technology;2007
211677742;Expert Systems With Applications;2015
211908175;Advances in Computers;2014
211957772;Applied Mathematics and Computation;2015
212036681;Robotics and Autonomous Systems;2015
212217251;Wireless Personal Communications;2015
212237665;Computing;1994
212244368;Simulation Modelling Practice and Theory;2015
212246831;Signal, Image and Video Processing;2016
212556746;Computational Statistics & Data Analysis;2016
212591423;Studies in health technology and informatics;2004
212598766;IEEE Transactions on Vehicular Technology;2016
212659702;Iet Communications;2015
212687463;Computers, Environment and Urban Systems;2015
212786159;International Journal on Software Tools for Technology Transfer;2001
212787878;Data Mining and Knowledge Discovery;2016
212794340;Journal of Computational Biology;2016
212874903;Computers & Electrical Engineering;2015
212897387;Wireless Personal Communications;2015
212974771;PLOS Computational Biology;2015
213038871;International Journal of Adaptive, Resilient and Autonomic Systems;2012
213047821;Applied Mathematics and Computation;2015
213060156;Information Sciences;2016
213073004;Computers & Mathematics With Applications;2015
213208290;Virtual Reality;2015
213478321;Wireless Personal Communications;2015
213552427;Computers & Industrial Engineering;2015
213726709;Digital Signal Processing;2015
214021528;Computing;1978
214166028;International Journal of Critical Infrastructure Protection;2015
214211411;Advances in Computers;2014
214380483;Wireless Networks;2016
214381559;Journal of Intelligent and Robotic Systems;2000
214533662;Discrete Applied Mathematics;2015
214716431;Wireless Personal Communications;2015
214789058;Knowledge Based Systems;2015
214956078;Journal of Mathematical Modelling and Algorithms;2015
214965137;Applied Mathematics and Computation;2015
215025509;IEEE Transactions on Image Processing;2015
215027519;Applied Soft Computing;2015
215035074;Information Economics and Policy;2015
215105168;Journal of Scientific Computing;2016
215199289;Science in China Series F: Information Sciences;2014
215242877;Journal of Computational Methods in Sciences and Engineering archive;2009
215246399;Computers in Human Behavior;2015
215303537;Journal of Information Technology Research;2015
215305744;Computers & Mathematics With Applications;2015
215626502;ACM Transactions on Autonomous and Adaptive Systems;2015
215661542;Informing Science The International Journal of an Emerging Transdiscipline;1999
215720656;The Journal of information and systems in education;2007
215729307;Computing and Informatics / Computers and Artificial Intelligence;2005
215806189;Computer Physics Communications;2015
215839325;Fundamenta Informaticae;2012
215972328;Annales Des Télécommunications;2003
215984515;Informatica (lithuanian Academy of Sciences);2008
216238411;Journal of Integrated Design & Process Science archive;2010
216273201;International Journal of Machine Learning and Cybernetics;2015
216440567;Journal of Integrated Design & Process Science archive;2010
216457850;NeuroImage;2015
216476246;Operations Research Letters;2015
216589666;Microelectronics Reliability;2015
216635998;Machine Learning;2015
216657188;Presence: Teleoperators & Virtual Environments;1995
216692372;International Journal of Systems and Service-oriented Engineering;2015
216861497;Wireless Personal Communications;2015
216877069;Management Science;2017
217266889;Wireless Networks;2016
217286760;Scientometrics;2015
217308159;Advances in Computers;2015
217363743;Random Structures and Algorithms;2016
217552534;International Journal on Digital Libraries;2015
217817875;Journal of Computer Science;2015
217851020;Journal of Computational Design and Engineering;2014
217894125;Applied Mathematics and Computation;2015
218095623;Wireless Networks;2016
218101763;Journal of Informetrics;2016
218204833;IEEE Communications Magazine;2015
218254741;Microprocessors and Microsystems;2015
218258470;Journal of Systems Architecture;2016
218315559;Lecture Notes in Computer Science;2014
218397340;Computing;1985
218404273;Computer Vision and Image Understanding;2015
218485037;IFAC Proceedings Volumes;2005
218515012;IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing;2014
218525661;Organization Science;2016
218568612;Science and Engineering Ethics;2016
218631479;Wireless Personal Communications;2016
218747463;Graphs and Combinatorics;2016
218909783;Computers & Chemical Engineering;2015
218921885;Fuzzy Sets and Systems;2016
219129205;Applied Mathematics and Computation;2015
219179425;Information Sciences;2016
219205466;Foundations of Computational Mathematics;2017
219230712;Fuzzy Sets and Systems;2016
219346650;Photonic Network Communications;2000
219367654;International Journal of Asian Business and Information Management;2014
219619210;Future Generation Computer Systems;2015
219723399;Programming and Computer Software;2000
219772843;Wireless Personal Communications;2016
219782404;Expert Systems With Applications;2015
219789770;Education and Information Technologies;2003
219812769;Journal of High Speed Networks;2013
219822362;Annals of Operations Research;2002
219943495;Wireless Personal Communications;2015
219984193;Games and Economic Behavior;2015
220067801;Journal of Informetrics;2015
220080076;Medical & Biological Engineering & Computing;2015
220156613;Journal of Economic Theory;2016
220160708;Wireless Networks;2016
220167064;Science in China Series F: Information Sciences;2002
220168924;Computing;1983
220187059;Wireless Personal Communications;2015
220234023;Neurocomputing;2015
220327801;Informatics in education;2008
220382040;Neurocomputing;2016
220417755;Wireless Personal Communications;2015
220610738;Knowledge Based Systems;2015
220664702;Computing;1978
220687680;Signal Processing-image Communication;2015
220710019;Computers & Chemical Engineering;2015
220864126;International Journal of Natural Computing Research;2015
220870119;Computing;1982
220881879;Applied Mathematics and Computation;2015
220932839;Design Automation for Embedded Systems;1999
221107486;Journal of Digital Imaging;2015
221124097;Applied Mathematics and Computation;2015
221145757;Journal of Computational Design and Engineering;2015
221147829;Social Choice and Welfare;2015
221206530;Journal of The Franklin Institute-engineering and Applied Mathematics;2015
221278049;Information Processing Letters;2017
221337630;Neurocomputing;2015
221420463;Journal of Computational Design and Engineering;2015
221549445;Cognitive Science;2011
221582266;Applied Mathematics and Computation;2015
221728238;Computers in Human Behavior;2016
221756357;Neurocomputing;2015
221829734;Journal of Computational Physics;2016
221892818;Applied Mathematics and Computation;2015
221907271;Knowledge Based Systems;2015
221924214;Knowledge Based Systems;2015
221935897;NeuroImage;2016
221962413;Neurocomputing;2016
222113004;Neurocomputing;2015
222160111;International Journal of Machine Learning and Cybernetics;2015
222217890;Reliable Computing;2003
222231563;Computers & Industrial Engineering;2015
222492914;Combinatorica;1997
222543348;Neurocomputing;2015
222572069;Statistical Methods and Applications;2015
222640076;Knowledge Based Systems;2015
222668045;Annales Des Télécommunications;2000
222669954;Wireless Networks;2016
222735143;IEEE Transactions on Information Theory;2015
222799958;Pattern Recognition Letters;2015
222809846;Quantum Information Processing;2015
222815145;Multimedia Tools and Applications;2016
222827149;Neurocomputing;2015
223119275;Annals of Operations Research;2003
223119678;World Wide Web;2016
223240979;Wireless Personal Communications;2015
223278457;Wireless Personal Communications;2015
223308864;Journal of Artificial Intelligence Research;2014
223326216;Journal of Artificial Intelligence Research;2014
223459940;Information Sciences;2015
223510475;Computers & Industrial Engineering;2015
223670111;Cognitive Processing;2015
223720159;Signal Processing-image Communication;2015
223720542;Signal, Image and Video Processing;2018
223802390;Journal of Combinatorial Theory, Series B;2016
223822752;Journal of Integrated Design & Process Science archive;2012
223962867;Computers & Electrical Engineering;2015
223993027;Journal of The Franklin Institute-engineering and Applied Mathematics;2015
224149442;Journal of Computational Physics;2015
224177289;Computers in Human Behavior;2015
224188172;Annales Des Télécommunications;2002
224331227;Computing;1990
224419216;International Journal of Network Security;2006
224455513;Numerical Algorithms;1997
224465122;Information Services and Use archive;2005
224507446;Wireless Personal Communications;2015
224521294;Computers & Mathematics With Applications;2015
224542248;Journal of Scientific Computing;2016
224572144;Transactions of the Association for Computational Linguistics;2015
224741353;Ai & Society;2016
224801561;Journal of Multivariate Analysis;2015
224909529;Ai Communications;2003
225065295;Social Networks;2016
225125108;IEEE Transactions on Signal Processing;2016
225218192;Journal of Machine Learning Research;2015
225310248;Future Generation Computer Systems;2016
225524507;Biomedical Signal Processing and Control;2017
225667949;Machine Learning;1991
225685947;Neurocomputing;2016
225814810;Applied Mathematics and Computation;2015
225938737;Journal of Network and Computer Applications;2016
225944826;NeuroImage;2015
226094837;Numerical Algorithms;2016
226129324;Information Processing Letters;2015
226211203;European Journal of Operational Research;2015
226265202;Computer Physics Communications;2015
226420949;Asymptotic Analysis;2013
226566298;Expert Systems With Applications;2015
226699106;Expert Systems With Applications;2015
226830125;International Journal of Speech Technology;2002
226870559;International Journal of Bifurcation and Chaos;2015
226879351;Electronic Colloquium on Computational Complexity;2012
226910681;Computers & Operations Research;2015
227112848;Mathematical Methods of Operations Research;2015
227201893;International Journal of Approximate Reasoning;2015
227230276;Problems of Information Transmission;2003
227238283;Biomedical Signal Processing and Control;2015
227260172;Operations Research;2016
227299693;Quantum Information Processing;2017
227339781;Expert Systems With Applications;2015
227382844;Reliable Computing;2000
227387007;Journal of Computational Physics;2015
227478512;Applied Mathematics and Computation;2015
227500315;Management Science;2016
227724343;IEEE Communications Magazine;2015
227779487;Iet Communications;2011
227863022;International Journal of Knowledge-based and Intelligent Engineering Systems;2013
227945266;International Journal of Computers Communications & Control;2006
227955348;Computer Speech & Language;2016
228055533;Management Science;2017
228163177;Systems & Control Letters;2015
228172329;IEEE Transactions on Systems, Man, and Cybernetics;2016
228285568;Speech Communication;2015
228333239;Social Choice and Welfare;2017
228512682;Quantum Information Processing;2015
228527914;Pattern Analysis and Applications;2017
228587022;Ai & Society;2019
228608595;Computers & Chemical Engineering;2015
228618045;Production Engineering;2015
228784352;Journal of Informetrics;2015
228856807;Information Technology & Management;2016
228977643;Journal of Intelligent Manufacturing;1997
229156258;Wireless Personal Communications;2015
229268828;Fundamenta Informaticae;2011
229300124;Mathematical Programming;2003
229320728;Neurocomputing;2015
229341437;Robotics;1987
229473795;Neurocomputing;2015
229520775;Computers & Graphics;2015
229543724;Communications in computer and information science;2013
229599917;Medical & Biological Engineering & Computing;2015
229642387;Artificial Intelligence;2015
229682460;IFAC Proceedings Volumes;2005
229892527;Knowledge and Information Systems;2016
229940929;Journal of Computer Science;2014
230107549;Iet Communications;2011
230210514;Annales Des Télécommunications;1999
230214904;IEEE Transactions on Signal Processing;2016
230224349;Information Systems;2015
230430930;Wireless Personal Communications;2016
230433452;Neurocomputing;2016
230445218;Optical Switching and Networking;2015
230577129;Microelectronics Reliability;2015
230602849;Numerische Mathematik;2016
230671446;IFAC Proceedings Volumes;2002
230683626;Synthese;1998
230685300;Journal of Optimization Theory and Applications;2016
230685716;Wireless Personal Communications;2015
230743569;Computer Communications;2015
230780044;Computing;1985
230839315;Computers & Mathematics With Applications;2015
231008850;Quantum Information & Computation;2014
231038253;Circuits Systems and Signal Processing;2016
231070006;Digital Signal Processing;2015
231154996;Praxis Der Wirtschaftsinformatik;2011
231180639;Pervasive and Mobile Computing;2015
231255639;Neurocomputing;2016
231491129;Neurocomputing;2015
231493899;Journal of Economic Theory;2013
231596924;Journal of Intelligent and Robotic Systems;2002
231720905;Knowledge Based Systems;2015
231759849;Science in China Series F: Information Sciences;2015
231787360;Mobile Networks and Applications;2015
231893842;Annals of Pure and Applied Logic;2015
232403865;Multimedia Tools and Applications;2016
232406460;International Journal of Information System Modeling and Design;2015
232477822;Management Information Systems Quarterly;2018
232548544;IEEE Transactions on Signal Processing;2016
232562797;Applied Mathematics and Computation;2015
232568776;Multimedia Tools and Applications;2016
232622064;Applied Soft Computing;2015
232642532;Praxis Der Wirtschaftsinformatik;2014
232646839;International Journal of Wireless Information Networks;2002
232692148;Journal of Intelligent Manufacturing;2000
232698535;Marketing Science;2018
232862978;Applied Mathematics and Computation;2015
232894660;Expert Systems With Applications;2015
233079913;Journal of Universal Computer Science;2010
233134350;Journal of the American Medical Informatics Association;2012
233140233;Advances in Computational Mathematics;2000
233145552;Wireless Personal Communications;2003
233169867;Signal, Image and Video Processing;2016
233293236;Asymptotic Analysis;2006
233371204;Applied Mathematics and Computation;2016
233418418;International Journal of Human-computer Studies / International Journal of Man-machine Studies;2015
233492820;Annales Des Télécommunications;2003
233567910;Multimedia Tools and Applications;2016
233593764;Neurocomputing;2015
233791630;Discrete Mathematics;2012
233901638;Asymptotic Analysis;2011
233905750;Applied Mathematics and Computation;2015
233917250;Advances in Engineering Software;2015
234036734;Journal of Information, Law and Technology;2009
234389757;Computers & Chemical Engineering;2015
234402448;Design Automation for Embedded Systems;2001
234426670;International Journal of Distributed Systems and Technologies;2015
234446525;Wireless Personal Communications;2016
234472833;Annals of Operations Research;2002
234544292;Applied Mathematics and Computation;2015
234614665;Education for Information;2008
234647914;Computers & Operations Research;2015
234652880;Robotics and Autonomous Systems;2015
234670547;Computers & Mathematics With Applications;2015
234755682;Journal of Visual Communication and Image Representation;2015
234973759;Computers and Electronics in Agriculture;2015
235027860;The Journal of information and systems in education;2014
235055948;Annales Des Télécommunications;2000
235099231;Neurocomputing;2016
235153468;Applied Mathematics and Computation;2015
235156949;Displays;2015
235167656;Computer-aided Design;2015
235284075;Journal of Enterprise Information Management;2016
235305742;Information Sciences;2015
235404410;Journal of Network and Systems Management;2016
235490022;Journal of Strategic Information Systems;2015
235541528;Photonic Network Communications;2001
235607598;Journal of Information Science and Engineering;2007
235609118;Fuzzy Sets and Systems;2016
235620669;Neuroinformatics;2015
235652171;Mathematical Programming;1999
235662909;Quantum Information & Computation;2001
235664016;Applied Mathematics and Computation;2015
235699030;Informing Science The International Journal of an Emerging Transdiscipline;1999
235776801;Real-time Systems;2016
235883536;Neurocomputing;2015
235964217;Multimedia Tools and Applications;2016
236003722;Wireless Personal Communications;2016
236026115;Applied Intelligence;2015
236100371;Pattern Recognition;2015
236112762;Graphs and Combinatorics;1999
236254921;IEEE Transactions on Image Processing;2015
236346275;e-Informatica Software Engineering Journal;2014
236359018;International Journal of Information Systems and Supply Chain Management;2015
236370043;Journal of Intelligent Manufacturing;1999
236465431;Numerical Algorithms;1997
236467982;NeuroImage;2015
236568224;Procedia Computer Science;2015
236943843;Wireless Personal Communications;2015
236974680;Theory in Biosciences;2015
237097105;Journal of Computational Design and Engineering;2015
237108652;Operational Research;2016
237160846;Computer Networks;2015
237224074;Presence: Teleoperators & Virtual Environments;1994
237267018;Applied Mathematics and Computation;2015
237273412;IEEE Transactions on Biomedical Circuits and Systems;2016
237298919;Expert Systems With Applications;2015
237305821;Statistics and Computing;2003
237320447;Programming and Computer Software;2001
237465855;International Journal of Reasoning-based Intelligent Systems;2015
237546442;Engineering Applications of Artificial Intelligence;2015
237606882;Wireless Personal Communications;2015
237643651;Applied Mathematics and Computation;2015
237647712;ACM Transactions on Computational Logic;2017
237657096;Computing;1992
237685365;Journal of Intelligent Manufacturing;2018
237692201;Computer Speech & Language;2015
237711228;Information Processing Letters;2015
237793788;Computers in Human Behavior;2015
237807703;Scientometrics;2015
237869302;Expert Systems With Applications;2015
237989075;Applied Mathematics and Computation;2015
237998157;Neurocomputing;2015
238042087;Journal of Intelligent and Robotic Systems;2000
238140044;Computers in Human Behavior;2015
238397242;Applied Soft Computing;2015
238558657;Journal of Universal Computer Science;2006
238615565;Discrete Mathematics & Theoretical Computer Science;2015
238624254;Computers & Industrial Engineering;2015
238702964;Journal of Research and Practice in Information Technology;2003
238710233;Neurocomputing;2015
238751520;Expert Systems With Applications;2015
238825706;International Journal of Electronic Commerce;2005
238918189;International Journal of Systems and Service-oriented Engineering;2015
238944251;Computer Networks;2015
238960059;Information Sciences;2015
238971751;Computers in Education;2015
239008178;Journal of Universal Computer Science;2009
239297534;Engineering Applications of Artificial Intelligence;2015
239398677;Operations Research Letters;2015
239446596;Neurocomputing;2015
239586779;Informing Science The International Journal of an Emerging Transdiscipline;2000
239727200;The Journal of information and systems in education;2008
239926094;Informing Science The International Journal of an Emerging Transdiscipline;1999
239929985;NeuroImage;2015
239946453;Journal of Parallel and Distributed Computing;2015
239966521;Journal of Computing in Higher Education;1999
240081493;Applied Mathematics Letters;2015
240122902;Informing Science The International Journal of an Emerging Transdiscipline;2005
240139922;Computers & Mathematics With Applications;2015
240279810;Medical & Biological Engineering & Computing;2015
240297117;Advances in Computers;2012
240434724;Applied Mathematics and Computation;2015
240652200;Cognitive Science;2011
240763103;Applied Mathematics and Computation;2015
240779815;Kybernetika;2009
240919062;Applied Mathematics Letters;2015
240998772;Knowledge and Information Systems;2016
241054277;Journal of Research and Practice in Information Technology;2005
241068482;Annals of Operations Research;2001
